cmp al, bl			BA		1		 NOP 		 1
cmp al, cl			BB		1		 NOP 		 1
cmp byte[*  ], * 			BC		4		 NOP 		 1
cmp byte[d], * 			BD		2		 NOP 		 1
cmp byte[d + *  ], * 			BE		4		 NOP 		 1
cmp byte[{bp,sp}+*  ], * 			BF		4		 NOP 		 1
cmp b, *   - cmp b, c			C0		3		 NOP 		 1
cmp bl, * 			C1		2		 NOP 		 1
cmp c, *  			C2		3		 NOP 		 1
cmp cl, *  - add byte [*  ], i8			C3		4		 NOP 		 1
cmp ch, *  - add byte [d], i8			C4		2		 NOP 		 1
cmp d, *   - add byte [d+i16], * 			C5		4		 NOP 		 1
jz *       - add byte [bp+*  ], * 			C6		6		 NOP 		 1
jnz *      - add byte [sp+*  ], * 			C7		6		 NOP 		 1
jc/jlu *   - add word [u16], *  			C8		5		 NOP 		 1
jnc/jgeu *   - add word [d], *  			C9		5		 NOP 		 1
jneg *   - add word [d+*  ], i16			CA		5		 NOP 		 1
jpos *   - add word [bp+*  ], i16			CB		5		 NOP 		 1
jl *   - add word [sp+*  ], i16			CC		5		 NOP 		 1
jle *   - sub byte [u16], * 			CD		4		 NOP 		 1
jg *   - sub byte [d], * 			CE		4		 NOP 		 1
jge *   - sub byte [d+*  ], * 			CF		6		 NOP 		 1
jleu *   - sub byte [bp+*  ], * 			D0		6		 NOP 		 1
jgu *   - sub byte [sp+*  ], * 			D1		6		 NOP 		 1
push bp - sub word [*  ], *  			D2		5		 NOP 		 1
add si, *   - sub word [d], i16			D3		3		 NOP 		 1
add di, *   - sub word [d+i16], i16			D4		3		 NOP 		 1
sub si, *   - sub word [bp+i16], i16			D5		3		 NOP 		 1
sub di, *   - sub word [sp+i16], i16			D6		3		 NOP 		 1
push {a, word *  }			D7		3		 NOP 		 1
push {b, g}			D8		1		 NOP 		 1
push c			D9		1		 NOP 		 1
push d			DA		1		 NOP 		 1
push {al, byte * }			DB		2		 NOP 		 1
push ah			DC		1		 NOP 		 1
push bl			DD		1		 NOP 		 1
push bh - rol a, cl			DE		1		 NOP 		 1
push cl - rol al, cl			DF		1		 NOP 		 1
push ch - rlc a, cl			E0		1		 NOP 		 1
pushf   - rlc al, cl			E1		1		 NOP 		 1
push si - ror a, cl			E2		1		 NOP 		 1
push di - ror al, cl			E3		1		 NOP 		 1
pop a   - rrc a, cl			E4		1		 NOP 		 1
pop b   - rrc al, cl			E5		1		 NOP 		 1
pop c   - rol b, cl			E6		1		 NOP 		 1
pop d   - rol bl, cl			E7		1		 NOP 		 1
pop al  - rlc b, cl			E8		1		 NOP 		 1
pop ah  - rlc bl, cl			E9		1		 NOP 		 1
pop bl  - ror b, cl			EA		1		 NOP 		 1
pop bh  - ror bl, cl			EB		1		 NOP 		 1
pop cl  - rrc b, cl			EC		1		 NOP 		 1
pop ch  - rrc bl, cl			ED		1		 NOP 		 1
popf			EE		1		 NOP 		 1
pop si			EF		1		 NOP 		 1
pop di
			F0		1		 NOP 		 1
pop {bp, g}			F1		1		 NOP 		 1
mov byte[*  ], * 			F2		4		 NOP 		 1
{repz} cmpsb			F3		1		 NOP 		 1
scansb			F4		1		 NOP 		 1
{rep} movsb			F5		1		 NOP 		 1
lodsb - repnz cmpsb			F6		1		 NOP 		 1
{rep} stosb			F7		1		 NOP 		 1
enter *   - lea d, [bp + A*2^*  + B]			F8		4		 NOP 		 1
leave - lea d, [*   + A*2^*  + B]			F9		4		 NOP 		 1
lea d, [{bp, sp} + *  ]			FA		3		 NOP 		 1
lea d, [si + *  ]			FB		3		 NOP 		 1
lea d, [di + *  ]			FC		3		 NOP 		 1
esc * 			FD		2		 NOP 		 1
nop - strcmp			FE		1		 NOP 		 1
halt			FF		1		 NOP 		 1
